revision,layer,group_family,group,n,mean_curvature,mean_entropy,mean_speed,curvature_entropy_pearson
step128,15,surface_combo,word_start|sentence_punct_only|sentence_punct_token|tok_050_099,53,2.025436687019636,6.735652698660797,38.68355351574016,0.052691394086049
step512,1,all,all,2478,2.09252607302862,5.763803796248872,9.14967030743806,-0.09309277856062925
step512,1,token_class,other,18,2.095076971583896,6.76116320821974,8.776432222790188,-0.3476465632903328
step512,1,token_class,punctuation,9,2.103586263126797,7.4982153044806585,9.303297996520996,-0.5819000953822344
step512,1,token_class,word_piece_continuation,205,2.09380068197483,6.74296271277637,8.884187014509992,0.009312000790327785
step512,1,token_class,word_start,2246,2.0923449720852307,5.659489570568686,9.176277480800557,-0.10395343901024867
step512,1,punct_kind,contains_other_punct,18,2.095076971583896,6.76116320821974,8.776432222790188,-0.3476465632903328
step512,1,punct_kind,no_punct,2069,2.0936882443448783,5.855622469320166,9.201155859125357,-0.08435571133235159
step512,1,punct_kind,other_punct_only,254,2.082317893899332,6.57740216743289,8.836750332764753,-0.202469469561736
step512,1,punct_kind,sentence_punct_only,137,2.093565699827932,2.7376775898202492,9.001322516559684,-0.09533836152469356
step512,1,sentence_zone,after_sentence_13_plus,483,2.0928199404761907,5.794857618724831,9.294391838413341,-0.1225867229439448
step512,1,sentence_zone,after_sentence_1_3,538,2.0816158178127386,6.200110894818288,8.852788277275057,-0.16228875301878318
step512,1,sentence_zone,after_sentence_4_12,842,2.0947594097561053,6.001936534326744,9.186632468411588,-0.12028538378253475
step512,1,sentence_zone,sentence_punct_token,137,2.093565699827932,2.7376775898202492,9.001322516559684,-0.09533836152469356
step512,1,sentence_zone,unknown_before_first_boundary,478,2.100276869959412,5.689199841296823,9.314991522034841,0.009870186452185903
step512,1,position_bin,tok_006_019,448,2.0948333024446453,5.785797345984195,9.147399096616677,-0.06807399084706166
step512,1,position_bin,tok_020_049,960,2.0908252129952114,5.792237435219189,9.163874797026317,-0.11275026068062746
step512,1,position_bin,tok_050_099,1050,2.093474257560003,5.728479196358295,9.12653309504191,-0.08991883758206594
step512,1,position_bin,tok_100_plus,20,2.0727057278156282,5.760875105857849,9.73343358039856,-0.37729057157444695
step512,1,surface_combo,other|contains_other_punct|after_sentence_13_plus|tok_020_049,1,2.13107967376709,6.583428382873535,8.918835639953613,nan
step512,1,surface_combo,other|contains_other_punct|after_sentence_13_plus|tok_050_099,4,2.0855064392089844,6.657106161117554,8.83688473701477,0.18607638006171132
step512,1,surface_combo,other|contains_other_punct|after_sentence_1_3|tok_006_019,1,2.1056528091430664,6.79140567779541,8.646803855895996,nan
step512,1,surface_combo,other|contains_other_punct|after_sentence_1_3|tok_020_049,1,2.0669968128204346,6.874200344085693,8.972831726074219,nan
